,index,uniqueId,title,price,productDescription,productImage,availability,name,catlevel1Name,catlevel2Name,combined_value
2822,2822,01021314,double o-ring belt,39.9,A no-nonsense belt that's perfect with jeans or for cinching an oversize shirt or dress. An o-ring buckle keeps it versatile. We love this piece with mid rise or high waisted denim.,"https://images.express.com/is/image/expressfashion/0004_01021314_0098?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,double o-ring belt,women,Accessories,double o-ring belt
2823,2823,06776015,shawl collar boyfriend blazer,138.0,"The easy-fitting boyfriend blazer you know and love, now with a sleek shawl collar and button front. Super chic with jeans or dress pants.","https://images.express.com/is/image/expressfashion/0078_06776015_0001?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,shawl collar boyfriend blazer,women,Jackets & Coats,shawl collar boyfriend blazer
2824,2824,06034796C,slim plaid wrinkle-resistant performance dress shirt,69.9,"Done in a polished plaid, this wrinkle-resistant dress shirt requires minimal care - perfecting for throwing on in the AM for the workday or in the evening for your dinner plans. The slim, tailored fit promises a handsome look every time.","https://images.express.com/is/image/expressfashion/0020_06034796_0559?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,slim plaid wrinkle-resistant performance dress shirt,men,Clearance Men,slim plaid wrinkle-resistant performance dress shirt
2825,2825,07451107C,high waisted dot print jogger pant,69.9,"Make a statement in these jogger pants that feature silky fabric, a stretchy waistband and a bold print.","https://images.express.com/is/image/expressfashion/0092_07451107_0013?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,high waisted dot print jogger pant,women,Clearance  Women,high waisted dot print jogger pant
2826,2826,00269415,double row beaded metal pendant necklace,19.9,"Craft a signature look with this dramatic necklace that features stunning double layer chains, bead accents and a long metal pendant.","https://images.express.com/is/image/expressfashion/0008_00269415_0413?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,double row beaded metal pendant necklace,women,Jewelry,double row beaded metal pendant necklace
2827,2827,7016572C,mid rise black jean leggings,79.9,"A sleek, close-to-the-body fit make these leggings look sharp, while soft stretch fabric keeps you comfortable all day long.","https://images.express.com/is/image/expressfashion/91_701_6572_058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,mid rise black jean leggings,women,Clearance  Women,mid rise black jean leggings
2828,2828,01695149,slim vine print wrinkle-resistant performance dress shirt,59.9,"Look fresh this season in our vine printed performance dress shirt. Featuring moisture-wicking, wrinkle-resistant fabric you'll look sharp all day long.","https://images.express.com/is/image/expressfashion/0020_01695149_0001?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,slim vine print wrinkle-resistant performance dress shirt,men,New Arrivals,slim vine print wrinkle-resistant performance dress shirt
2829,2829,01052814C,stripe color block knit oblong scarf,34.9,"Stay cozy and chic in this scarf that features supersoft kit fabric, color block stripes and an on-trend oblong shape.","https://images.express.com/is/image/expressfashion/0006_01052814_1238?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,stripe color block knit oblong scarf,women,Clearance  Women,stripe color block knit oblong scarf
2830,2830,04609198,fern floral print dress socks,10.9,A cool floral design and comfortable fit make these dress socks a match for works days and weekend events.,"https://images.express.com/is/image/expressfashion/0028_04609198_0214?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,fern floral print dress socks,men,Accessories & Shoes,fern floral print dress socks
2831,2831,08219443,high waisted button front camo denim mini skirt,69.9,"Keep it cool and casual in this high rise camo skirt, designed with a flattering fit and high rise. The soft fabric and utility-inspired style make it a winning look every time.","https://images.express.com/is/image/expressfashion/0093_08219443_0453?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,high waisted button front camo denim mini skirt,women,New Arrivals,high waisted button front camo denim mini skirt
2832,2832,80001739,machete black large hoops,36.0,"Machete's Large Hoops are bold, classic and light as a feather, perfect for everyday wear. Measures: 2.25"" diameter.  Model is wearing Large Hoops in French Coast Blue.","https://images.express.com/is/image/expressfashion/0308_80001739_3000?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,machete black large hoops,women,Labels We Love ,machete black large hoops
2833,2833,04609197,space dyed palm tree print dress socks,10.9,"This soft, stretch-infused pair of space dyed socks features a palm tree print that adds character to your look while providing lasting comfort.","https://images.express.com/is/image/expressfashion/0028_04609197_0304?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,space dyed palm tree print dress socks,men,Accessories & Shoes,space dyed palm tree print dress socks
2834,2834,08626203,polka dot ruffle mock neck top,49.9,"Polka dots, a mock neck and a tee-like silhouette make this chic top a must-have for work and play.","https://images.express.com/is/image/expressfashion/0097_08626203_0029?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,polka dot ruffle mock neck top,women,Tops,polka dot ruffle mock neck top
2835,2835,04801243,split logo graphic t-shirt,39.9,"A comfortable cotton tee with a classic crew neck, long sleeves and bold split graphics.","https://images.express.com/is/image/expressfashion/0023_04801243_0010?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,split logo graphic t-shirt,men,Tops,split logo graphic t-shirt
2836,2836,02200276,indiana pacers NBA long sleeve heavyweight t-shirt,59.9,"Make it NBA official. Rep your team in style with this long sleeve t-shirt that features team logos and supersoft, heavyweight fabric.","https://images.express.com/is/image/expressfashion/0023_02200276_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,indiana pacers NBA long sleeve heavyweight t-shirt,men,Express x NBA,indiana pacers NBA long sleeve heavyweight t-shirt
2837,2837,06978499C,high waisted belted corduroy trouser pant,79.9,"A sophisticated style for fall & winter weather, these corduroy trousers promise to be a staple for work or play. Comfortable, warm and a fun switch from denim, these soft sash tie bottoms will elevate your look all season long.","https://images.express.com/is/image/expressfashion/0085_06978499_0524?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,high waisted belted corduroy trouser pant,women,Clearance  Women,high waisted belted corduroy trouser pant
2838,2838,05874632C,low rise double roll hem stretch+ jean shorts,54.9,"These jean shorts are a wardrobe essential thanks to a low rise, classic fit and comfortable double roll hems. Tuck in a tank or a bodysuit for a look that sizzles.","https://images.express.com/is/image/expressfashion/0076_05874632_0020?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,low rise double roll hem stretch+ jean shorts,women,Clearance  Women,low rise double roll hem stretch+ jean shorts
2839,2839,02200031,golden state warriors NBA long sleeve t-shirt,39.9,"Make it NBA official. Rep the Golden State Warriors in style with this long sleeve, pure cotton tee.","https://images.express.com/is/image/expressfashion/0023_02200031_0010?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,golden state warriors NBA long sleeve t-shirt,men,Express x NBA,golden state warriors NBA long sleeve t-shirt
2840,2840,01175474,2 pack athletic no-show socks,12.9,These lightweight athletic socks offer a no-show look with the comfort your feet crave. Give these a try with flats or loafers for a blister-free bliss.,"https://images.express.com/is/image/expressfashion/0006_01175474_0005?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,2 pack athletic no-show socks,women,Accessories,2 pack athletic no-show socks
2841,2841,04371956C,classic light gray cotton-blend pindot suit jacket,228.0,"Take this sharp, stretch-cotton jacket from work to wherever, thanks to crisp tailoring and easy-wear comfort. Pair with the matching pant for full-on sophistication, or pop it over a sweater and jeans to dress up your date night.","https://images.express.com/is/image/expressfashion/0039_04371956_0432?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,classic light gray cotton-blend pindot suit jacket,men,Clearance Men,classic light gray cotton-blend pindot suit jacket
2842,2842,00769188,chevron threader earrings,19.9,Dress to impress with these threader earrings that feature a classic chevron pattern.,"https://images.express.com/is/image/expressfashion/0008_00769188_0436?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,chevron threader earrings,women,Jewelry,chevron threader earrings
2843,2843,08658977,v-neck color block top,59.9,"This top is perfect for dinners, date nights and beyond thanks to lightweight fabric and a bold color block design. We love it paired with jeans, dress pants and more.","https://images.express.com/is/image/expressfashion/0097_08658977_0935?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,v-neck color block top,women,Tops,v-neck color block top
2844,2844,00269545,scorpio zodiac script necklace,19.9,"For the soul-searching, horoscope-loving girl looking for a sophisticated, dainty addition to any look. A great gift for your sister, mother, coworker or friend.","https://images.express.com/is/image/expressfashion/0008_00269545_0413?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,scorpio zodiac script necklace,women,Jewelry,scorpio zodiac script necklace
2845,2845,80001871,casery crossbody phone pocket,40.0,"With this card pocket, keep up to four cards close by for those nights on the town or weekend errands. Featuring a detachable design with safe snap closure, this pocket fits on most smartphones. Clip on the chains for an instant crossbody accessory.","https://images.express.com/is/image/expressfashion/0330_80001871_3000?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,casery crossbody phone pocket,women,Labels We Love ,casery crossbody phone pocket
2846,2846,00269546,sagittarius zodiac script necklace,19.9,"For the soul-searching, horoscope-loving girl looking for a sophisticated, dainty addition to any look. A great gift for your sister, mother, coworker or friend.","https://images.express.com/is/image/expressfashion/0008_00269546_0413?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,sagittarius zodiac script necklace,women,Jewelry,sagittarius zodiac script necklace
2847,2847,02811309,black short sleeve graphic t-shirt,29.9,"Get comfort and sleek style in this short sleeve tee, featuring a cool front graphic and relaxed fit.","https://images.express.com/is/image/expressfashion/0023_02811309_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,black short sleeve graphic t-shirt,men,New Arrivals,black short sleeve graphic t-shirt
2848,2848,00284928,classic soft wash button-down shirt,49.9,"A flattering classic fit, sharp collar and comfortable soft wash cotton give this shirt a polished look, with an old-favorite feel. For a workday or weekend plans, it's the perfect pick.","https://images.express.com/is/image/expressfashion/0020_00284928_2095?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,classic soft wash button-down shirt,men,Tops,classic soft wash button-down shirt
2849,2849,04584925,skinny orlando magic NBA silk tie,49.9,"Show your team spirit in polished style with this NBA silk tie featuring a light leopard print and logo front, with an additional team logo on the back.","https://images.express.com/is/image/expressfashion/0034_04584925_1904?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,skinny orlando magic NBA silk tie,men,Accessories & Shoes,skinny orlando magic NBA silk tie
2850,2850,09785512C,deep v-neck eyelet trim popover top,49.9,"A timeless v-neck silhouette gets an update with bohemian-inspired eyelet trim, three quarter length sleeves and a flowy, feminine fit for easy, casual styling.","https://images.express.com/is/image/expressfashion/0087_09785512_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,deep v-neck eyelet trim popover top,women,Clearance  Women,deep v-neck eyelet trim popover top
2851,2851,01760128C,slim blue plaid flannel shirt,59.9,Soft cotton fabric and a plaid print make this versatile flannel shirt a go-to for cooler months.,"https://images.express.com/is/image/expressfashion/0020_01760128_1805?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,slim blue plaid flannel shirt,men,Clearance Men,slim blue plaid flannel shirt
2852,2852,01760116C,slim plaid lightweight flannel shirt,59.9,"Designed in a classic plaid print and made from a lightweight flannel fabric, this slim fit shirt promises a sharp fit that keeps you cool. Whether you're staying in or headed out, it's an easy choice that goes with jeans or chinos.","https://images.express.com/is/image/expressfashion/0020_01760116_1201?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,slim plaid lightweight flannel shirt,men,Clearance Men,slim plaid lightweight flannel shirt
